permit_number,permit_type,status,issued_date,parcel_number,address,valuation,fee,owner_name,contractor_name
25-ENER0137," BLD Energy","BLD LOC",10/14/2025,9431305019,"2400 Blue Mountain Ave, Berthoud, CO 80513","23,000.00",$500.00,,
25-ENER0068," BLD Energy","BLD Issued",10/15/2025,2520000012,"2160 Maccraken Ln, Estes Park, CO 80517","52,544.00",$500.00,,
25-ENER0152," BLD Energy","BLD LOC",10/28/2025,2406320002,"1208 Rambling Dr, Estes Park, CO 80517","22,995.00",$500.00,,
25-ENER0140," BLD Energy","BLD LOC",10/15/2025,9704207023,"2912 Swing Station Way, Fort Collins, CO 80521","23,159.00",$500.00,,
25-ENER0108," BLD Energy","BLD Issued",10/07/2025,9534409009,"3918 Joni Ln, Loveland, CO 80537","40,268.00",$500.00,,
25-ENER0113," BLD Energy","BLD LOC",10/01/2025,2534407026,"999 Pine Tree Dr, Estes Park, CO 80517","14,700.00",$500.00,,
25-ENER0150," BLD Energy","BLD LOC",10/28/2025,8619224003,"7831 Golden Prairie Ct, Fort Collins, CO 80525","60,292.00",$553.00,,
25-ENER0133," BLD Energy","BLD LOC",10/14/2025,8831305009,"1423 Country Club Rd, Fort Collins, CO 80524","20,000.00",$500.00,,
25-ENER0148," BLD Energy","BLD LOC",10/24/2025,3527404065,"649 Laurel Ln, Estes Park, CO 80517","13,741.00",$491.15,,
25-ENER0136," BLD Energy","BLD LOC",10/13/2025,8831438010,"1811 Dayton Dr, Fort Collins, CO 80524","61,700.00",$500.00,,
25-ENER0138," BLD Energy","BLD Issued",10/17/2025,0903100002,"1330 Jackrabbit Rd, Livermore, CO 80536","10,000.00",$425.09,,
25-MISC2482," BLD Miscellaneous","BLD Issued",10/16/2025,3402208002,"638 Lakewood Ct, Estes Park, CO 80517","2,480.55",$74.98,,
25-MISC2603," BLD Miscellaneous","BLD Issued",10/31/2025,9801307003,"335 Bradley Dr, Fort Collins, CO 80524","14,956.73",$374.72,,
25-MISC2360," BLD Miscellaneous","BLD Issued",10/02/2025,2533000904,"17 Hermit Park Rd, Estes Park, CO 80517",1.00,$62.17,,
25-MISC2454," BLD Miscellaneous","BLD Issued",10/14/2025,1435206035,"63 Leons Pl, Lyons, CO 80540","25,000.00",$62.17,,
25-MISC2382," BLD Miscellaneous","BLD LOC",10/06/2025,9429100034,"3207 Huppe Ln, Berthoud, CO 80513",796.37,$144.00,,
25-MISC2395," BLD Miscellaneous","BLD Issued",10/09/2025,8634109901,"5260 Arena Cir, Loveland, CO 80538","100,000.00","$1,300.00",,
25-MISC2591," BLD Miscellaneous","BLD Issued",10/30/2025,9525000004,"1901 S County Road 13c, Loveland, CO 80537",800.00,$144.00,,
25-MISC2446," BLD Miscellaneous","BLD LOC",10/13/2025,9733100030,"2300 W County Road 38e #3, Fort Collins, CO 80526","1,250.00",$144.00,,
25-MISC2445," BLD Miscellaneous","BLD LOC",10/13/2025,9733100031,"3717 S Taft Hill Rd 115 N, Fort Collins, CO 80526","1,250.00",$144.00,,
25-MISC2379," BLD Miscellaneous","BLD LOC",10/06/2025,4012405019,"196 Tami Rd, Red Feather Lakes, CO 80545","3,500.00",$185.00,,
25-MISC2375," BLD Miscellaneous","BLD LOC",10/06/2025,0401000041,"4927 S County Road 29, Loveland, CO 80537","1,959.15",$144.00,,
25-MISC2398," BLD Miscellaneous","BLD Issued",10/07/2025,9829401037,"3205 Wilson Ct, Laporte, CO 80535",750.00,$144.00,,
25-MISC2447," BLD Miscellaneous","BLD LOC",10/13/2025,9704129011,"1301 Lawrence Dr, Fort Collins, CO 80521","1,000.00",$144.00,,
25-MISC2546," BLD Miscellaneous","BLD Issued",10/27/2025,2913207007,"1633 Mount Simon Dr, Livermore, CO 80536","4,000.00",$191.00,,
25-MISC2354," BLD Miscellaneous","BLD Issued",10/06/2025,9403113013,"1617 Rancho Way, Loveland, CO 80537",500.00,$144.00,,
25-MISC2507," BLD Miscellaneous","BLD LOC",10/21/2025,4002408004,"6000 Ottawa Way, Red Feather Lakes, CO 80545","2,027.49",$168.00,,
25-MISC2579," BLD Miscellaneous","BLD LOC",10/28/2025,1626422008,"635 Bobcat Dr, Drake, CO 80515",25.00,$144.00,,
25-MISC2480," BLD Miscellaneous","BLD LOC",10/22/2025,8634109901,"5280 Arena Cir, Loveland, CO 80538","108,639.00","$1,400.00",,
25-MISC2428," BLD Miscellaneous","BLD Issued",10/09/2025,0501308004,"7518 Buffalo Ct, Loveland, CO 80538","6,950.00",$225.00,,
25-MISC2575," BLD Miscellaneous","BLD LOC",10/28/2025,1626107013,"1095 Spruce Mountain Dr, Drake, CO 80515","2,000.00",$144.00,,
25-MISC2589," BLD Miscellaneous","BLD LOC",10/29/2025,8824007006,"4220 Cobb Lake Dr, Fort Collins, CO 80524","1,100.00",$144.00,,
25-MISC2368," BLD Miscellaneous","BLD LOC",10/02/2025,9507400034,"5424 Wild Ln, Loveland, CO 80538","5,500.00",$208.00,,
25-MISC2607," BLD Miscellaneous","BLD Issued",10/31/2025,0424000002,"201 Schofield Rd, Berthoud, CO 80513","6,000.00",$214.00,,
25-MISC2511," BLD Miscellaneous","BLD LOC",10/22/2025,9733105014,"3732 Mead St, Fort Collins, CO 80526","6,595.00",$221.00,,
25-MISC2491," BLD Miscellaneous","BLD LOC",10/22/2025,8623411039,"8264 Park Hill Ct, Fort Collins, CO 80528","8,000.00",$237.00,,
25-MISC2365," BLD Miscellaneous","BLD LOC",10/02/2025,9704306010,"1111 Ridgelawn Dr, Fort Collins, CO 80521","2,500.00",$66.00,,
25-MISC2475," BLD Miscellaneous","BLD Issued",10/22/2025,8528200013,"4228 E Highway 402, Loveland, CO 80537","1,000.00",$144.00,,
25-MISC2400," BLD Miscellaneous","BLD LOC",10/07/2025,8018000025,"1599 E County Road 82, Wellington, CO 80549","40,000.00",$144.00,,
25-MISC2561," BLD Miscellaneous","BLD Issued",10/30/2025,0421105050,"205 Gunn Ave, Berthoud, CO 80513","3,200.00",$181.00,,
25-MISC2359," BLD Miscellaneous","BLD LOC",10/02/2025,9521206018,"400 Pamela Dr, Loveland, CO 80537","5,536.00",$208.00,,
25-MISC2386," BLD Miscellaneous","BLD LOC",10/07/2025,9624207031,"423 Ruby Dr, Fort Collins, CO 80525","1,664.30",$144.00,,
25-MISC2520," BLD Miscellaneous","BLD LOC",10/23/2025,8803000022,"4817 E County Road 62, Wellington, CO 80549","8,218.70",$239.00,,
25-MISC2473," BLD Miscellaneous","BLD Issued",10/15/2025,2627412002,"66 North Fork Rd, Glen Haven, CO 80532","4,500.00",$196.00,,
25-MISC2490," BLD Miscellaneous","BLD LOC",10/22/2025,8614409029,"5752 Nicklaus Dr, Fort Collins, CO 80528","8,000.00",$237.00,,
25-MISC2462," BLD Miscellaneous","BLD LOC",10/14/2025,9831000015,"1998 Pleasant Glen Ln, Bellvue, CO 80512",500.00,$144.00,,
25-MISC2467," BLD Miscellaneous","BLD Issued",10/15/2025,3527400037,"1945 Tanager Rd, Estes Park, CO 80517",950.00,$144.00,,
25-MISC2536," BLD Miscellaneous","BLD LOC",10/24/2025,8521405022,"1021 Jay Ct, Loveland, CO 80537","11,718.60",$280.00,,
25-MISC2369," BLD Miscellaneous","BLD Issued",10/06/2025,8622310004,"8506 Mummy Range Dr, Fort Collins, CO 80528","5,000.00",$202.00,,
25-MISC2422," BLD Miscellaneous","BLD LOC",10/09/2025,0513319004,"7762 Big Valley Dr, Loveland, CO 80537","6,950.00",$225.00,,
25-MISC2606," BLD Miscellaneous","BLD LOC",10/31/2025,2406320002,"1208 Rambling Dr, Estes Park, CO 80517",950.00,$144.00,,
25-MISC2581," BLD Miscellaneous","BLD LOC",10/29/2025,2936405079,"453 Horse Mountain Dr, Livermore, CO 80536",5.00,$144.00,,
25-MISC2508," BLD Miscellaneous","BLD LOC",10/21/2025,8708400064,"400 Delozier Dr, Fort Collins, CO 80524",785.00,$144.00,,
25-MISC2488," BLD Miscellaneous","BLD LOC",10/17/2025,8614410017,"7220 Stadler Ct, Fort Collins, CO 80528","4,500.00",$196.00,,
25-MISC2489," BLD Miscellaneous","BLD Refused Insp",10/22/2025,9704207015,"2932 Swing Station Way, Fort Collins, CO 80521","13,010.00",$214.00,,
25-MISC2593," BLD Miscellaneous","BLD LOC",10/30/2025,9434206001,"1900 Caballero St, Longmont, CO 80504","4,000.00",$191.00,,
25-MISC2444," BLD Miscellaneous","BLD LOC",10/10/2025,3021307009,"84 Tama Rd, Red Feather Lakes, CO 80545","5,778.80",$211.00,,
25-MISC2402," BLD Miscellaneous","BLD Issued",10/08/2025,2724205037,"423 Powder Horn Trl, Bellvue, CO 80512","8,773.00",$246.00,,
25-MISC2476," BLD Miscellaneous","BLD LOC",10/16/2025,0626000018,"6410 N County Road 27, Loveland, CO 80538","6,400.00",$218.00,,
25-MISC2370," BLD Miscellaneous","BLD Issued",10/03/2025,3401418037,"848 Ponderosa Ln, Estes Park, CO 80517","11,900.00",$299.78,,
25-MISC2465," BLD Miscellaneous","BLD LOC",10/15/2025,9519206701,"6508 W County Road 20, Loveland, CO 80537","8,501.67",$224.85,,
25-MISC2421," BLD Miscellaneous","BLD LOC",10/09/2025,8622141048,"4822 Snowdrift Cir, Fort Collins, CO 80528","8,004.71",$224.85,,
25-MISC2453," BLD Miscellaneous","BLD Issued",10/14/2025,8830105002,"2025 Serramonte Dr, Fort Collins, CO 80524","5,349.00",$149.91,,
25-MISC2487," BLD Miscellaneous","BLD LOC",10/17/2025,1620105007,"160 N Aspen Dr, Drake, CO 80515","2,150.00",$74.98,,
25-MISC2538," BLD Miscellaneous","BLD LOC",10/24/2025,3027119030,"2140 Fox Acres Dr E, Red Feather Lakes, CO 80545","100,000.00","$2,292.94",,
25-MISC2539," BLD Miscellaneous","BLD Issued",10/28/2025,9536407006,"3919 S County Road 13, Loveland, CO 80537","7,947.00",$199.87,,
25-MISC2461," BLD Miscellaneous","BLD LOC",10/15/2025,3435200909,"7400 Highway 7, Estes Park, CO 80517","7,954.56",$199.87,,
25-MISC2605," BLD Miscellaneous","BLD LOC",10/31/2025,8706214039,"1221 Lindenwood Dr, Fort Collins, CO 80524","5,115.12",$149.91,,
25-MISC2403," BLD Miscellaneous","BLD LOC",10/08/2025,2127000039,"14999 County Road 67j, Livermore, CO 80536","5,600.00",$149.91,,
25-MISC2509," BLD Miscellaneous","BLD LOC",10/21/2025,8906000005,"1608 E County Road 72, Wellington, CO 80549",800.00,$64.93,,
25-MISC2548," BLD Miscellaneous","BLD LOC",10/27/2025,0805207003,"6641 W Highway 14, Bellvue, CO 80512","15,000.00",$436.72,,
25-MISC2426," BLD Miscellaneous","BLD LOC",10/09/2025,1626423017,"1191 Palisade Mountain Dr, Drake, CO 80515",550.00,$64.93,,
25-MISC2563," BLD Miscellaneous","BLD LOC",10/28/2025,1928000006,"375 Sara Ln, Livermore, CO 80536","17,000.00",$486.68,,
25-MISC2436," BLD Miscellaneous","BLD LOC",10/10/2025,9704410027,"2117 Stonecrest Dr, Fort Collins, CO 80521","8,291.00",$286.85,,
25-MISC2555," BLD Miscellaneous","BLD Issued",10/27/2025,9406105001,"4252 Falcon Pointe Ct, Loveland, CO 80537",0.00,$64.93,,
25-MISC2405," BLD Miscellaneous","BLD Issued",10/09/2025,8628108901,"6994 Rickenbacker Rd, Loveland, CO 80538","13,000.00",$386.76,,
25-MISC2351," BLD Miscellaneous","BLD LOC",10/01/2025,1621305015,"73 Elk Way, Drake, CO 80515","12,000.00",$361.78,,
25-MISC2449," BLD Miscellaneous","BLD LOC",10/13/2025,3402200030,"658 Little Prospect Rd, Estes Park, CO 80517","2,100.00",$137.15,,
25-MISC2358," BLD Miscellaneous","BLD LOC",10/02/2025,8831105011,"1709 Richards Lake Rd, Fort Collins, CO 80524","8,126.00",$286.85,,
25-MISC2585," BLD Miscellaneous","BLD LOC",10/29/2025,8715000005,"649 Brandt Cir, Fort Collins, CO 80524","6,227.00",$236.89,,
25-MISC2501," BLD Miscellaneous","BLD LOC",10/21/2025,1701000003,"1870 Spring Valley Rd, Bellvue, CO 80512","15,869.00",$461.70,,
25-MISC2457," BLD Miscellaneous","BLD LOC",10/15/2025,0636106051,"5500 Otero Ave, Loveland, CO 80538","9,937.40",$249.83,,
25-MISC2586," BLD Miscellaneous","BLD Issued",10/29/2025,3401114002,"740 Whispering Pines Dr, Estes Park, CO 80517","9,971.00",$311.83,,
25-MISC2522," BLD Miscellaneous","BLD Issued",10/23/2025,9517105004,"1262 Riverview Dr, Loveland, CO 80537","4,198.15",$124.93,,
25-MISC2500," BLD Miscellaneous","BLD LOC",10/22/2025,9421006702,"3013 Windrift Ln, Berthoud, CO 80513","12,778.00",$324.76,,
25-MISC2372," BLD Miscellaneous","BLD LOC",10/03/2025,9704413006,"2411 Stonecrest Dr, Fort Collins, CO 80521","13,511.00",$411.74,,
25-MISC2456," BLD Miscellaneous","BLD Issued",10/14/2025,9428100024,"1010 Burger Dr, Berthoud, CO 80513","8,000.00",$199.87,,
25-MISC2521," BLD Miscellaneous","BLD Issued",10/23/2025,8914000041,"11405 N County Road 3, Wellington, CO 80549","7,578.78",$261.87,,
25-MISC2556," BLD Miscellaneous","BLD LOC",10/27/2025,9825313071,"300 Shore Ct, Fort Collins, CO 80524","5,582.00",$211.91,,
25-MISC2433," BLD Miscellaneous","BLD LOC",10/10/2025,9636200044,"420 E 57th St 107, Loveland, CO 80538","8,000.00",$199.87,,
25-MISC2390," BLD Miscellaneous","BLD Issued",10/07/2025,9507116007,"5979 Gitalong Rd, Loveland, CO 80538","19,899.00",$499.61,,
25-MISC2550," BLD Miscellaneous","BLD Issued",10/27/2025,9835400046,"2025 N College Ave 129, Fort Collins, CO 80524","1,396.50",$64.93,,
25-MISC2535," BLD Miscellaneous","BLD Issued",10/24/2025,9819207029,"4508 Feather Ct, Laporte, CO 80535","3,998.31",$99.96,,
25-MISC2392," BLD Miscellaneous","BLD Issued",10/07/2025,9524216006,"500 4th St SE, Loveland, CO 80537","1,643.00",$64.93,,
25-MISC2492," BLD Miscellaneous","BLD LOC",10/17/2025,2520005011,"1926 Stonegate Dr, Estes Park, CO 80517","8,245.00",$286.85,,
25-MISC2361," BLD Miscellaneous","BLD LOC",10/03/2025,8521405025,"1008 Jay Ct, Loveland, CO 80537","3,378.00",$99.96,,
25-MISC2560," BLD Miscellaneous","BLD LOC",10/28/2025,9704206053,"2716 Spoke Ct, Fort Collins, CO 80521","1,000.00",$126.93,,
25-MISC2604," BLD Miscellaneous","BLD Issued",10/31/2025,9624211002,"414 N Hillsboro Ct, Fort Collins, CO 80525","3,023.38",$99.96,,
25-MISC2477," BLD Miscellaneous","BLD LOC",10/16/2025,8618005016,"6627 Majestic Dr, Fort Collins, CO 80528","7,217.00",$261.87,,
25-MISC2562," BLD Miscellaneous","BLD LOC",10/28/2025,9829316064,"3104 Tobias Ct, Laporte, CO 80535","21,249.00",$611.57,,
25-MISC2597," BLD Miscellaneous","BLD LOC",10/31/2025,9835200001,"2614 N Shields St, Fort Collins, CO 80524",300.00,$126.93,,
25-MISC2332," BLD Miscellaneous","BLD LOC",10/09/2025,0514000028,"943 N County Road 29, Loveland, CO 80537","31,348.00",$861.36,,
25-MISC2514," BLD Miscellaneous","BLD LOC",10/22/2025,9635123006,"521 Chestnut Dr, Loveland, CO 80538","6,600.00",$174.89,,
25-MISC2523," BLD Miscellaneous","BLD LOC",10/23/2025,9825207087,"3213 Shore Rd, Fort Collins, CO 80524","14,748.00",$436.72,,
25-MISC2409," BLD Miscellaneous","BLD Issued",10/08/2025,8717116075,"2815 Alan St, Fort Collins, CO 80524","1,100.00",$64.93,,
25-MISC2458," BLD Miscellaneous","BLD LOC",10/15/2025,9625413011,"1019 Norfolk Pl, Loveland, CO 80538","6,000.00",$211.91,,
25-MISC2391," BLD Miscellaneous","BLD LOC",10/07/2025,3526310011,"1265 Range View Rd, Estes Park, CO 80517","32,343.00",$886.34,,
25-MISC2485," BLD Miscellaneous","BLD LOC",10/16/2025,8717205246,"2603 Darren St, Fort Collins, CO 80524","17,075.00",$511.66,,
25-MISC2519," BLD Miscellaneous","BLD Issued",10/23/2025,4013305023,"1291 Tiny Bob Rd, Red Feather Lakes, CO 80545","26,730.00",$674.46,,
25-MISC2542," BLD Miscellaneous","BLD Issued",10/24/2025,9428207045,"2600 Lake Hollow Rd, Berthoud, CO 80513","10,050.00",$274.81,,
25-MISC2450," BLD Miscellaneous","BLD LOC",10/13/2025,9606200013,"4736 Libby Dr, Fort Collins, CO 80526","4,579.00",$186.93,,
25-MISC2524," BLD Miscellaneous","BLD LOC",10/23/2025,8614434002,"6032 Watson Dr, Fort Collins, CO 80528","19,833.00",$499.61,,
25-MISC2595," BLD Miscellaneous","BLD LOC",10/30/2025,9501207011,"505 E 40th St, Loveland, CO 80538",800.00,$64.93,,
25-MISC2448," BLD Miscellaneous","BLD LOC",10/13/2025,9827406003,"1201 Round Butte Dr, Fort Collins, CO 80524","6,483.00",$174.89,,
25-MISC2324," BLD Miscellaneous","BLD LOC",10/03/2025,3527404059,"1621 High Dr, Estes Park, CO 80517","4,435.00",$186.93,,
25-MISC2472," BLD Miscellaneous","BLD Issued",10/15/2025,9536000057,"3441 S County Road 13, Loveland, CO 80537","8,985.00",$224.85,,
25-MISC2558," BLD Miscellaneous","BLD Issued",10/28/2025,9826109008,"3309 Terry Point Dr, Fort Collins, CO 80524","24,022.89",$624.51,,
25-MISC2440," BLD Miscellaneous","BLD Issued",10/15/2025,9431207002,"2012 Blue Mountain Ave, Berthoud, CO 80513","8,400.00",$224.85,,
25-MISC2374," BLD Miscellaneous","BLD LOC",10/06/2025,9825213022,"3225 Terry Lake Rd, Fort Collins, CO 80524","6,873.00",$236.89,,
25-MISC2442," BLD Miscellaneous","BLD LOC",10/10/2025,9824300013,"4008 N Highway 1, Fort Collins, CO 80524","23,459.00",$599.53,,
25-MISC2393," BLD Miscellaneous","BLD Issued",10/07/2025,9734205010,"3721 Goodell Ln, Fort Collins, CO 80526","11,970.00",$299.78,,
25-MISC2547," BLD Miscellaneous","BLD Issued",10/27/2025,9636405026,"1121 Knobcone Pl, Loveland, CO 80538","14,920.00",$374.72,,
25-MISC2552," BLD Miscellaneous","BLD LOC",10/27/2025,9704208040,"2901 Swing Station Way, Fort Collins, CO 80521","19,982.00",$561.61,,
25-MISC2495," BLD Miscellaneous","BLD LOC",10/17/2025,9704105008,"2200 Stonecrest Dr, Fort Collins, CO 80521","5,750.00",$149.91,,
25-MISC2350," BLD Miscellaneous","BLD LOC",10/01/2025,9826107003,"3601 Swan Ln, Fort Collins, CO 80524","4,250.00",$124.93,,
25-MISC2601," BLD Miscellaneous","BLD LOC",10/31/2025,8614413001,"5860 Crestwood Dr, Fort Collins, CO 80528","14,815.00",$374.72,,
25-MISC2527," BLD Miscellaneous","BLD LOC",10/23/2025,0625000012,"7204 Glade Rd, Loveland, CO 80538","7,420.00",$261.87,,
25-MISC2576," BLD Miscellaneous","BLD Issued",10/28/2025,9733329011,"4237 Rockview Ct, Fort Collins, CO 80526","11,113.39",$299.78,,
25-MISC2378," BLD Miscellaneous","BLD Issued",10/06/2025,8621105021,"3616 Eagle Ln, Fort Collins, CO 80528","39,499.00",$999.19,,
25-MISC2494," BLD Miscellaneous","BLD Issued",10/17/2025,9829409001,"3022 West Ave, Laporte, CO 80535","3,317.10",$99.96,,
25-MISC2414," BLD Miscellaneous","BLD LOC",10/28/2025,3401116021,"2612 Sunrise Ct, Estes Park, CO 80517","10,765.00",$274.81,,
25-MISC2381," BLD Miscellaneous","BLD Issued",10/06/2025,9424006701,"1060 E County Road 6c, Berthoud, CO 80513","12,000.00",$299.78,,
25-MISC2415," BLD Miscellaneous","BLD Issued",10/08/2025,9832100007,"2300 N Overland Trl, Laporte, CO 80535","25,547.00",$649.49,,
25-MISC2427," BLD Miscellaneous","BLD Issued",10/09/2025,8706210077,"1412 Wimbledon Ct, Fort Collins, CO 80524","10,000.00",$249.83,,
25-MISC2541," BLD Miscellaneous","BLD Issued",10/24/2025,9733100031,"3717 S Taft Hill Rd 248, Fort Collins, CO 80526","2,191.17",$74.98,,
25-MISC2325," BLD Miscellaneous","BLD Issued",10/07/2025,9625408003,"6008 Puma Dr, Loveland, CO 80538","2,270.00",$74.98,,
25-MISC2362," BLD Miscellaneous","BLD Issued",10/02/2025,0534000029,"3413 S County Road 31, Loveland, CO 80537","2,779.50",$74.98,,
25-MISC2385," BLD Miscellaneous","BLD Issued",10/07/2025,8621105011,"7971 Eagle Ranch Rd, Fort Collins, CO 80528","12,952.83",$324.76,,
25-MISC2602," BLD Miscellaneous","BLD LOC",10/31/2025,8614413001,"5860 Crestwood Dr, Fort Collins, CO 80528","4,938.00",$124.93,,
25-MISC2599," BLD Miscellaneous","BLD Issued",10/31/2025,9704406020,"714 N Hillcrest Dr, Fort Collins, CO 80521","3,057.99",$99.96,,
25-MISC2357," BLD Miscellaneous","BLD LOC",10/02/2025,9835400046,"2025 N College Ave 236, Fort Collins, CO 80524","2,014.00",$74.98,,
25-MISC2574," BLD Miscellaneous","BLD Issued",10/28/2025,9733100031,"3717 S Taft Hill Rd, Fort Collins, CO 80526","2,191.17",$74.98,,
25-MISC2420," BLD Miscellaneous","BLD LOC",10/09/2025,9531207012,"6116 Jordan Dr, Loveland, CO 80537","1,500.53",$64.93,,
25-MISC2384," BLD Miscellaneous","BLD LOC",10/07/2025,0623200019,"8001 Enchantment Ridge Ln, Loveland, CO 80538","4,800.00",$124.93,,
25-MISC2443," BLD Miscellaneous","BLD Issued",10/10/2025,9532000004,"4765 W County Road 14, Loveland, CO 80537","2,765.00",$74.98,,
25-MISC2459," BLD Miscellaneous","BLD LOC",10/14/2025,8831417052,"1717 Hillside Dr, Fort Collins, CO 80524","5,000.00",$124.93,,
25-MISC2486," BLD Miscellaneous","BLD LOC",10/16/2025,8717205246,"2603 Darren St, Fort Collins, CO 80524","6,025.00",$174.89,,
25-MISC2419," BLD Miscellaneous","BLD LOC",10/09/2025,9636120016,"845 Ptarmigan Cir, Loveland, CO 80538","2,000.00",$64.93,,
25-MISC2355," BLD Miscellaneous","BLD LOC",10/02/2025,8812000012,"6607 E County Road 60, Fort Collins, CO 80524","3,600.00",$99.96,,
25-MISC2493," BLD Miscellaneous","BLD LOC",10/17/2025,0436000067,"1940 Sherlyn Ct, Berthoud, CO 80513","1,500.00",$64.93,,
25-MISC2377," BLD Miscellaneous","BLD Issued",10/06/2025,9836118003,"2508 Hawthorne Rd, Fort Collins, CO 80524","4,550.00",$124.93,,
25-MISC2569," BLD Miscellaneous","BLD LOC",10/28/2025,8715000005,"689 Brandt Cir, Fort Collins, CO 80524","1,291.70",$64.93,,
25-MISC2452," BLD Miscellaneous","BLD LOC",10/13/2025,0535300065,"8609 Ranch Rd, Loveland, CO 80537","2,000.00",$64.93,,
25-MISC2406," BLD Miscellaneous","BLD LOC",10/08/2025,8717119176,"2606 Darren St, Fort Collins, CO 80524","1,615.21",$64.93,,
25-MISC2394," BLD Miscellaneous","BLD Issued",10/07/2025,9734214014,"3929 Capitol Dr, Fort Collins, CO 80526","2,143.97",$74.98,,
25-MISC2407," BLD Miscellaneous","BLD Issued",10/08/2025,8717205243,"2513 Darren St, Fort Collins, CO 80524","1,519.65",$64.93,,
25-MISC2468," BLD Miscellaneous","BLD Issued",10/15/2025,9709109007,"317 Webb Ave, Fort Collins, CO 80521","3,055.98",$99.96,,
25-MISC2401," BLD Miscellaneous","BLD Issued",10/08/2025,8717113046,"612 Countryside Dr, Fort Collins, CO 80524","1,700.00",$64.93,,
25-MISC2529," BLD Miscellaneous","BLD LOC",10/23/2025,8824007010,"4546 Cobb Lake Dr, Fort Collins, CO 80524","2,343.00",$74.98,,
25-MISC2483," BLD Miscellaneous","BLD LOC",10/16/2025,0825414014,"2924 2nd St, Bellvue, CO 80512","1,830.00",$64.93,,
25-MISC2530," BLD Miscellaneous","BLD LOC",10/24/2025,9401305005,"112 Sunset Ct, Loveland, CO 80537","8,455.00",$264.55,,
25-MISC2513," BLD Miscellaneous","BLD LOC",10/22/2025,9428205003,"2913 Martingale Dr, Berthoud, CO 80513","14,947.00",$406.56,,
25-MISC2438," BLD Miscellaneous","BLD LOC",10/15/2025,9425305006,"400 Wilfred Rd, Berthoud, CO 80513","34,000.00",$800.52,,
25-MISC2499," BLD Miscellaneous","BLD Issued",10/21/2025,3401112024,"2324 Carriage Dr, Estes Park, CO 80517","28,950.00",$711.25,,
25-MISC2387," BLD Miscellaneous","BLD Issued",10/07/2025,9520310013,"4810 Swainsona Dr, Loveland, CO 80537","12,000.00",$336.75,,
25-MISC2528," BLD Miscellaneous","BLD LOC",10/23/2025,2914105040,"2681 Green Mountain Dr, Livermore, CO 80536","10,000.00",$290.05,,
