permit_number,permit_type,sub_type,status,parcel_number,issued_date,address,description,owner_name,contractor_name,valuation,fee,paid_fee
B24-00435,"Building - In House Plan Check","In House Plan Check",Issued,4188-004-008,01/07/2025,"18 6TH ST","3 Unit remodels with Kitchen, bathroom, and Interior remodel.",,,,,"$4,177.01"
B24-00540,"Building - In House Plan Check","In House Plan Check",Issued,4184-016-049,01/13/2025,"736 GOULD AVE NO 32","Enclosing covered patio, and adding a shower to the powder room",,,"$25,000.00","$1,248.22","$1,248.22"
B24-00577,"Building - In House Plan Check","In House Plan Check",Issued,4183-004-037,01/02/2025,"1,411 HERMOSA AVE","Tenant Improvement to install 3 shampoo chairs for a hair salon.",,,,"$4,088.83","$4,088.83"
B24-00663,"Building - In House Plan Check","In House Plan Check",Issued,4186-009-030,01/13/2025,"902 8TH PL","Energy storage system (1) tesla power wall 2",,,"$10,000.00",$481.50,$481.50
B25-00012,"Building - In House Plan Check","In House Plan Check",Issued,4169-030-019,01/29/2025,"645 30TH ST","Install a 3.36kW rooftop solar array on a new construction",,,,,$481.50
B25-00044,"Building - In House Plan Check","In House Plan Check",Issued,4187-017-900,01/30/2025,"861 VALLEY DR","Clark Field Batter's Box Repair, per type 5 framing",,,,$0.00,$0.00
B24-00319,"Building Permit OTC","Over The Counter",Issued,4188-010-055,01/14/2025,"541 MONTEREY BLVD","Remove-replace windows and entry door; remove exterior",,,,,"$3,860.96"
B24-00570,"Building Permit OTC","Over The Counter",Issued,4181-033-015,01/22/2025,"3,430 HERMOSA AVE","Demolish 2-Units for a New 3-Story SFR w/ attached 2-car garage",,,,,$683.06
B24-00667,"Building Permit OTC","Over The Counter",Issued,4185-011-015,01/06/2025,"1,310 PACIFIC COAST HWY","Sign permit -permanent",,,"$8,000.00",$277.84,$277.84
B24-00672,"Building Permit OTC","Over The Counter",Issued,4185-007-029,01/07/2025,"963 15TH PL","Remove and replace 4 windows and 2 entry doors, no change to",,,,,$252.47
B24-00673,"Building Permit OTC","Over The Counter",Finaled,4186-024-017,01/02/2025,"1,111 2ND ST","Rooftop deck floor waterproofing repair using new coating","HUGHES,TERIANN E",SKILLSEE,"$21,450.00",$613.95,$613.95
B25-00003,"Building Permit OTC","Over The Counter",Issued,4183-020-002,01/08/2025,"1,770 VALLEY PARK AVE","Kitchen remodel (no changes to layout) install recessed lights,",,,,,$156.26
B25-00004,"Building Permit OTC","Over The Counter",Finaled,4169-027-030,01/13/2025,"637 LONGFELLOW AVE","Re-Roof: Flat roof replacement of 13 sq on main house. Tear off.",,,,,$324.84
B25-00005,"Building Permit OTC","Over The Counter",Issued,4187-016-028,01/08/2025,"33 6TH ST","Replace 31 windows, 1 patio door, and 1 bifold door with no",,,,,$778.62
B25-00009,"Building Permit OTC","Over The Counter",Issued,4185-017-004,01/13/2025,"1,234 14TH ST",Re-Roof,,,"$12,000.00",$373.04,$373.04
B25-00010,"Building Permit OTC","Over The Counter",Issued,4181-035-021,01/13/2025,"3,031 THE STRAND",Re-Roof,,,"$62,000.00","$1,290.61","$1,290.61"
B25-00015,"Building Permit OTC","Over The Counter",Issued,4182-020-008,01/16/2025,"2,122 MONTEREY BLVD","Abatement permit for Asbestos and or Lead",,,"$8,975.00",$300.74,$300.74
B25-00017,"Building Permit OTC","Over The Counter",Issued,4185-023-047,01/16/2025,"1,257 17TH ST","Re-Roof: remove existing clay tiles at main house and attached","KLUTHE,QUENTIN CO TR","DR ROOFS","$9,000.00",$300.74,$300.74
B25-00018,"Building Permit OTC","Over The Counter",Issued,4182-003-019,01/16/2025,"2,334 THE STRAND","Remove existing roof, (Pitched roof) Install synthetic underlayment","HEUER,JERRY L CO TR","JORDAN ROOF COMPANY","$19,000.00",$541.72,$541.72
B25-00019,"Building Permit OTC","Over The Counter",Issued,4185-015-006,01/16/2025,"1,239 CORONA ST","Remove layer of shingle roof down to wood sheeting. Reroof with",,,,,$276.63
B25-00021,"Building Permit OTC","Over The Counter",Issued,4161-026-038,01/21/2025,"1,203 11TH ST","Replace windows 11 same size and same location. Removal of",,,,,"$2,379.43"
B25-00023,"Building Permit OTC","Over The Counter",Issued,4186-009-011,01/22/2025,"831 8TH ST","Re-Roof 3-Unit Building: Remove old existing 1 layer of roof","PHAM,THI CO TR","GREEN SHIELD ROOFING","$7,520.00",$276.58,$276.58
E24-00276,"Electrical OTC","Over The Counter",Finaled,4185-007-015,01/14/2025,"944 15TH PL","Separating ground floor from upper unit and adding a kitchen to",,,,$173.00,$173.00
E24-00311,"Electrical OTC","Over The Counter",Issued,4188-004-008,01/07/2025,"18 6TH ST","3 Unit remodels with Kitchen, bathroom, and Interior remodel.",,,,$983.00,$983.00
E24-00312,"Electrical OTC","Over The Counter",Issued,4185-011-015,01/06/2025,"1,310 PACIFIC COAST HWY","Sign permit -permanent",,,,,$115.00
E24-00315,"Electrical OTC","Over The Counter",Issued,4184-016-049,01/13/2025,"736 GOULD AVE NO 32","Enclosing covered patio, and adding a shower to the powder room",,,,,$268.00
E24-00318,"Electrical OTC","Over The Counter",Issued,4187-008-032,01/13/2025,"908 MANHATTAN AVE","Remove and replace (5) panels/ meters same location and (1) new",,,,$547.00,$547.00
E25-00001,"Electrical OTC","Over The Counter",Finaled,4182-015-001,01/07/2025,"428 25TH ST","Replace existing 100amp main service with a new 200 amp main",,,,$162.00,$162.00
E25-00002,"Electrical OTC","Over The Counter",Issued,4183-004-037,01/02/2025,"1,411 HERMOSA AVE","Tenant Improvement to install 3 shampoo chairs for a hair salon.",,,,,$130.00
E25-00003,"Electrical OTC","Over The Counter",Issued,4169-034-023,01/13/2025,"3,001 PACIFIC COAST HWY","Tenant Improvement of existing 3 story office building. Interior","SEPULVEDA DESIGN CENTER LLC",,,"$3,063.00","$3,063.00"
E25-00004,"Electrical OTC","Over The Counter",Issued,4183-020-002,01/08/2025,"1,770 VALLEY PARK AVE","Kitchen remodel (no changes to layout) install recessed lights,",,,,$251.00,$251.00
E25-00005,"Electrical OTC","Over The Counter",Issued,4186-009-030,01/13/2025,"902 8TH PL","Energy storage system (1) tesla power wall 2",,,,,$0.00
E25-00006,"Electrical OTC","Over The Counter",Finaled,4188-012-065,01/08/2025,"150 HERMOSA DR","Replace existing subpanels in 8 pout of 9 units plus laundry room",,,,$778.00,$778.00
E25-00007,"Electrical OTC","Over The Counter",Finaled,4185-011-025,01/22/2025,"912 13TH ST","Temporary Power Pole",,,,,$145.00
E25-00008,"Electrical OTC","Over The Counter",Issued,4184-025-105,01/09/2025,"1,707 PACIFIC COAST HWY NO 506","EV outlet installation in underground parking lot. Located in front of","SMITH,ANDREW H",,,$178.00,$178.00
E25-00011,"Electrical OTC","Over The Counter",Issued,4161-027-013,01/23/2025,"1,219 10TH ST","Convert (E) 2nd story family room into new master suite with new",,,,$223.00,$223.00
E25-00012,"Electrical OTC","Over The Counter",Issued,4161-027-013,01/23/2025,"1,217 10th ST","ADU conversion in 405 sqf detached garage. (ADU address",,,,$421.00,$421.00
E25-00014,"Electrical OTC","Over The Counter",Issued,4181-026-011,01/23/2025,"128 28TH ST","Remove and replace 120/240 volt 125-amp 2-meter main. Remove",,,,$162.00,$162.00
E25-00017,"Electrical OTC","Over The Counter",Issued,4187-032-021,01/22/2025,"625 7TH ST A","Exterior renovation and roof deck addition to existing 4-unti",,,,$343.00,$343.00
E25-00018,"Electrical OTC","Over The Counter",Finaled,4185-004-022,01/23/2025,"1,019 16TH ST","Electric Vehicle Charger- Install DCC-12 energy management","DURAND,HOLLY H",,,$207.00,$207.00
E25-00020,"Electrical OTC","Over The Counter",Issued,4186-031-102,01/29/2025,"824 1ST ST","TPP reinstallation for construction site",,,,,$145.00
E25-00021,"Electrical OTC","Over The Counter",Issued,4183-007-032,01/27/2025,"1,700 THE STRAND","Addition of 18 sqft at first floor & 75 sqft at second floor. Expand",,,,$268.00,$268.00
E25-00022,"Electrical OTC","Over The Counter",Issued,4169-030-019,01/29/2025,"645 30TH ST","Install a 3.36kW rooftop solar array on a new construction",,,,$0.00,$0.00
E25-00023,"Electrical OTC","Over The Counter",Issued,4186-027-002,01/30/2025,"1,026 2ND ST","Interior remodel, addition (91 sq ft), deck (154 sq. ft.), New porch,",,,,$461.00,$461.00
M24-00151,"Mechanical OTC","Over The Counter",Finaled,4185-007-015,01/14/2025,"944 15TH PL","Separating ground floor from upper unit and adding a kitchen to",,,,$165.00,$165.00
M24-00177,"Mechanical OTC","Over The Counter",Issued,4188-004-008,01/07/2025,"18 6TH ST","3 Unit remodels with Kitchen, bathroom, and Interior remodel.",,,,$901.00,$901.00
M24-00180,"Mechanical OTC","Over The Counter",Issued,4184-016-049,01/13/2025,"736 GOULD AVE NO 32","Enclosing covered patio, and adding a shower to the powder room",,,,,$175.00
M25-00001,"Mechanical OTC","Over The Counter",Issued,4185-009-005,01/23/2025,"1,509 BONNIE BRAE ST","New heating and air conditioning installation.",,,,,$200.00
M25-00002,"Mechanical OTC","Over The Counter",Issued,4169-034-023,01/13/2025,"3,001 PACIFIC COAST HWY","Tenant Improvement of existing 3 story office building. Interior","SEPULVEDA DESIGN CENTER LLC",,,"$18,121.00","$18,121.00"
M25-00003,"Mechanical OTC","Over The Counter",Issued,4183-020-002,01/08/2025,"1,770 VALLEY PARK AVE","Kitchen remodel (no changes to layout) install recessed lights,",,,,$130.00,$130.00
M25-00004,"Mechanical OTC","Over The Counter",Issued,4187-006-027,01/13/2025,"1,018 Hermosa AVE","Replace swamp cooler",,,,,$145.00
M25-00005,"Mechanical OTC","Over The Counter",Issued,4169-034-011,01/13/2025,"714 MARLITA ST","Replacing 3-FAU Units and Adding 2-A/C Condensers",,,,,$385.00
M25-00006,"Mechanical OTC","Over The Counter",Issued,4161-027-013,01/23/2025,"1,219 10TH ST","Convert (E) 2nd story family room into new master suite with new",,,,$175.00,$175.00
M25-00007,"Mechanical OTC","Over The Counter",Issued,4161-027-013,01/23/2025,"1,217 10th ST","ADU conversion in 405 sqf detached garage. (ADU address",,,,$395.00,$395.00
M25-00009,"Mechanical OTC","Over The Counter",Issued,4183-013-066,01/22/2025,"1,238 HERMOSA AVE","Providing kitchen suppression system layout.",,,,,$130.00
M25-00010,"Mechanical OTC","Over The Counter",Issued,4183-007-032,01/27/2025,"1,700 THE STRAND","Addition of 18 sqft at first floor & 75 sqft at second floor. Expand",,,,$130.00,$130.00
M25-00011,"Mechanical OTC","Over The Counter",Finaled,4188-016-059,01/27/2025,"114 MONTEREY BLVD","Installation of a furnace located within the crawl space.",,,,,$162.00
M25-00012,"Mechanical OTC","Over The Counter",Issued,4186-027-002,01/30/2025,"1,026 2ND ST","Interior remodel, addition (91 sq ft), deck (154 sq. ft.), New porch,",,,,$235.00,$235.00
P24-00207,"Plumbing OTC","Over The Counter",Finaled,4185-007-015,01/14/2025,"944 15TH PL","Separating ground floor from upper unit and adding a kitchen to",,,,$120.00,$120.00
P24-00229,"Plumbing OTC","Over The Counter",Issued,4188-004-008,01/07/2025,"18 6TH ST","3 Unit remodels with Kitchen, bathroom, and Interior remodel.",,,,"$1,010.00","$1,010.00"
P24-00232,"Plumbing OTC","Over The Counter",Issued,4184-016-049,01/13/2025,"736 GOULD AVE NO 32","Enclosing covered patio, and adding a shower to the powder room",,,,,$141.00
P24-00233,"Plumbing OTC","Over The Counter",Finaled,4184-005-029,01/06/2025,"1,219 20TH PL","Water re-pipe 1st and 2nd floor and drain spot repair.",,,,,$158.00
P25-00001,"Plumbing OTC","Over The Counter",Issued,4183-004-037,01/02/2025,"1,411 HERMOSA AVE","Tenant Improvement to install 3 shampoo chairs for a hair salon.",,,,,$287.00
P25-00002,"Plumbing OTC","Over The Counter",Issued,4169-034-023,01/13/2025,"3,001 PACIFIC COAST HWY","Tenant Improvement of existing 3 story office building. Interior","SEPULVEDA DESIGN CENTER LLC",,,"$1,003.00","$1,003.00"
P25-00003,"Plumbing OTC","Over The Counter",Issued,4183-020-002,01/08/2025,"1,770 VALLEY PARK AVE","Kitchen remodel (no changes to layout) install recessed lights,",,,,$115.00,$115.00
P25-00004,"Plumbing OTC","Over The Counter",Issued,4161-027-013,01/23/2025,"1,219 10TH ST","Convert (E) 2nd story family room into new master suite with new",,,,$141.00,$141.00
P25-00005,"Plumbing OTC","Over The Counter",Issued,4161-027-013,01/23/2025,"1,217 10th ST","ADU conversion in 405 sqf detached garage. (ADU address",,,,$141.00,$141.00
P25-00007,"Plumbing OTC","Over The Counter",Issued,4186-028-045,01/21/2025,"1,115 1ST ST","Water heater changeout within the same location",,,,,$115.00
P25-00008,"Plumbing OTC","Over The Counter",Issued,4187-032-021,01/22/2025,"625 7TH ST A","Exterior renovation and roof deck addition to existing 4-unti",,,,$325.00,$325.00
P25-00009,"Plumbing OTC","Over The Counter",Issued,4183-007-032,01/27/2025,"1,700 THE STRAND","Addition of 18 sqft at first floor & 75 sqft at second floor. Expand",,,,$321.00,$321.00
P25-00010,"Plumbing OTC","Over The Counter",Finaled,4184-013-010,01/28/2025,"1,934 PACIFIC COAST HWY","Pex re-pipe 18-fixtures got and cold water only.",,,,,$625.00
P25-00011,"Plumbing OTC","Over The Counter",Issued,4186-027-002,01/30/2025,"1,026 2ND ST","Interior remodel, addition (91 sq ft), deck (154 sq. ft.), New porch,",,,,$469.00,$469.00
X24-00233,"Residential Building Report","Residential Building Report",Finaled,4187-012-013,01/07/2025,"1,035 LOMA DR","Residential Building Report",,,,,$327.42
X24-00234,"Residential Building Report","Residential Building Report",Finaled,4182-004-008,01/07/2025,"20 22ND ST",RBR,,,,,$327.42
X24-00235,"Residential Building Report","Residential Building Report",Finaled,4187-003-027,01/07/2025,"58 10TH CT",RBR,,,,,$327.42
X24-00237,"Residential Building Report","Residential Building Report",Finaled,4184-027-011,01/23/2025,"1,600 ARDMORE AVE NO 131","RBR for Unit 131",,,,,$327.42
X25-00001,"Residential Building Report","Residential Building Report",Finaled,4184-027-086,01/23/2025,"1,600 ARDMORE AVE NO 411","RBR for Unit 411",,,,,$327.42
X25-00003,"Residential Building Report","Residential Building Report",Finaled,4187-030-011,01/30/2025,"714 LOMA DR",RBR,,,,,$327.42
X25-00004,"Residential Building Report","Residential Building Report",Finaled,4187-030-012,01/30/2025,"722 LOMA DR",RBR,,,,,$327.42
X25-00005,"Residential Building Report","Residential Building Report",Finaled,4182-028-024,01/30/2025,"340 26TH ST",RBR,,,,,$327.42
X25-00006,"Residential Building Report","Residential Building Report",Finaled,4188-021-016,01/30/2025,"136 HILL ST",RBR,,,,,$327.42
X25-00007,"Residential Building Report","Residential Building Report",Finaled,4181-008-007,01/30/2025,"416 30TH ST",RBR,,,,,$327.42
X25-00014,"Residential Building Report","Residential Building Report",Finaled,4160-030-019,01/30/2025,"1,140 7TH ST",RBR,,,,,$327.42
X25-00015,"Residential Building Report","Residential Building Report",Finaled,4183-010-040,01/30/2025,"1,703 Manhattan AVE",RBR,,,,,$327.42
X25-00016,"Residential Building Report","Residential Building Report",Finaled,4184-005-016,01/30/2025,"1,207 20TH PL",RBR,,,,,$327.42
B25-00045,"Solar Permit",Solar,Issued,4185-014-038,01/31/2025,"1,249 BONNIE BRAE ST","11.2kW Solar PV Roof Mount + 13.5k ESS",,,,,$481.50
